category,date and time,from,comment,,,,,,,,,,,,,,,,,
Flagged or Reported,2023-10-15T00:13:14Z,Sophie Brionesmonette,The last one I was watching with my brother and he said that girl is sus,,13,,https://yt3.ggpht.com/ytc/APkrFKZ_ytwnftOs0es04PlL_wv8OE6h5Jz4i3qJVtC7gMOzIg_SbJLhhEXKLR4ZgkRX=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCEbldQFNOAg1_IB85vW32RQ,{'value': 'UCEbldQFNOAg1_IB85vW32RQ'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,The last one I was watching with my brother and he said that girl is sus,,TRUE,none,0,,,2023-10-15T00:13:23Z,en
Flagged or Reported,2023-10-14T23:43:36Z,Mask_Mysterious,If chips are fries in uk then is fries chips in uk,,14,,https://yt3.ggpht.com/efslXc4qQyrpdb_MgCX9BdO3QPiTqgOurjCfdzOWBW0IGrb5WU2VIg80tK3HShMI2V3l7D0ECQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC8OPlUUrqTMoQwnmrhqI2FQ,{'value': 'UC8OPlUUrqTMoQwnmrhqI2FQ'},UCAQg09FkoobmLquNNoO4ulg,lKkIBuBKaYQ,If chips are fries in uk then is fries chips in uk,,TRUE,none,0,,,2023-10-14T23:43:36Z,en
Flagged or Reported,2023-10-14T22:17:23Z,Karen Long,Who the hell is calling it an aubergine?,,16,,https://yt3.ggpht.com/ytc/APkrFKZdInunSDHa1pEVxpdzwEQp6Y5PQkulqACEWuwtjSIYnxOjMBJW77TeVs09l6_2=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC8XibGprXyzw9MiBfSNawiw,{'value': 'UC8XibGprXyzw9MiBfSNawiw'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,Who the hell is calling it an aubergine?,,TRUE,none,0,,,2023-10-14T22:17:23Z,en
Flagged or Reported,2023-10-14T22:04:55Z,ikram nader,"Dear foreigner, do not let the media mislead you about what is happening... Gaza has been under siege for eight days. There is no food, no water, no electricity, and no internet. Children and women are brutally bo*bed every day, hospitals declare that they are unable to absorb The huge number of wo*nded and marty*s...Israel is committing a crim*e against humanity ...and under the eyes of the whole world... And for the ones looking for the truth check @motaz_azaiza @saleh_aljafarawi @ahmedhijazee",,17,,https://yt3.ggpht.com/ytc/APkrFKbmZdT1z6fXEeoFaSwYEuv1pt9TdxaiaPpJsBG3_g=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCOjjnu1bu9sYuXJX3FEfypA,{'value': 'UCOjjnu1bu9sYuXJX3FEfypA'},UCAQg09FkoobmLquNNoO4ulg,jU3bd_vTJdk,"Dear foreigner, do not let the media mislead you about what is happening... Gaza has been under siege for eight days. There is no food, no water, no electricity, and no internet. Children and women are brutally bo*bed every day, hospitals declare that they are unable to absorb The huge number of wo*nded and marty*s...Israel is committing a crim*e against humanity ...and under the eyes of the whole world... And for the ones looking for the truth check @motaz_azaiza @saleh_aljafarawi @ahmedhijazee",,TRUE,none,0,,,2023-10-14T22:04:55Z,en
Flagged or Reported,2023-10-14T22:04:51Z,ikram nader,"Hello, please read this 🙏🏻 This is what is happening in  Pal,est!ne kids are ki. lled here people are defending what is theirs innocent souls are  mu. rd/ered ! They're letting them star""ve to de*a th no water no electricity no food this is barb, aric !  please check these pages and you will see what the western media are hiding from you : @motaz_azaiza @eye.on.palestine  @ahmedhijazee @saleh_aljafarawi STAND WITH PAL,EST!NE and make people see the truth of the bru,tal behaviour of Isr:ael!!! ✊🏻",,18,,https://yt3.ggpht.com/ytc/APkrFKbmZdT1z6fXEeoFaSwYEuv1pt9TdxaiaPpJsBG3_g=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCOjjnu1bu9sYuXJX3FEfypA,{'value': 'UCOjjnu1bu9sYuXJX3FEfypA'},UCAQg09FkoobmLquNNoO4ulg,jU3bd_vTJdk,"Hello, please read this 🙏🏻 This is what is happening in  Pal,est!ne kids are ki. lled here people are defending what is theirs innocent souls are  mu. rd/ered ! They&#39;re letting them star&quot;ve to de*a th no water no electricity no food this is barb, aric !  please check these pages and you will see what the western media are hiding from you : @motaz_azaiza @eye.on.palestine  @ahmedhijazee @saleh_aljafarawi STAND WITH PAL,EST!NE and make people see the truth of the bru,tal behaviour of Isr:ael!!! ✊🏻",,TRUE,none,0,,,2023-10-14T22:04:51Z,en
compliment,2023-10-14T21:52:25Z,Юля Горетая,Congratulations🎉🎊🥳💛💛💛,,,,,,,,,,,,,,,,,
Flagged or Reported,2023-10-14T21:42:23Z,Milad Milad,"I was born in Syria
Yes I do have one brother
Every Friday and sometimes in Saturday and Thursday
I would like to see you marina
I would like to visit USA",,20,,https://yt3.ggpht.com/ytc/APkrFKZwHnuUY9JAg-nxxYa_VAPm1307z6zmxDuqac8o45uJjK5x2ppsy7MN7hj-mwVP=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCn4l5ReSIsRQt-XDjhs1YCg,{'value': 'UCn4l5ReSIsRQt-XDjhs1YCg'},UCAQg09FkoobmLquNNoO4ulg,Jzs91sQazrk,I was born in Syria<br>Yes I do have one brother<br>Every Friday and sometimes in Saturday and Thursday<br>I would like to see you marina<br>I would like to visit USA,,TRUE,none,0,,,2023-10-14T21:42:23Z,en
Flagged or Reported,2023-10-14T21:31:49Z,Борис Иванов,Very cute Emily ❤,,22,,https://yt3.ggpht.com/ytc/APkrFKZ9GbCgrgfXGX3cF3AweVVJfxiiDdLTsaWa2A=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCjWHk43DpPz70xm78mep4aQ,{'value': 'UCjWHk43DpPz70xm78mep4aQ'},UCAQg09FkoobmLquNNoO4ulg,oaqRo4zgguI,Very cute Emily ❤,,TRUE,none,0,,,2023-10-14T21:31:49Z,en
Flagged or Reported,2023-10-14T21:17:23Z,Moin Moin Rhabarber,As a German this is one of the few times I hear a foreigner actually speaking German well. 😅👍,,23,,https://yt3.ggpht.com/ytc/APkrFKZ-njxM0896a8NREs6EHxbHhErWzufjLIa389K6zckxGgHv5cIucEhhlHrKg7eC=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCLK4QkCJ3CyTAGhuMFoFrrg,{'value': 'UCLK4QkCJ3CyTAGhuMFoFrrg'},UCAQg09FkoobmLquNNoO4ulg,U4cIssgL3VE,As a German this is one of the few times I hear a foreigner actually speaking German well. 😅👍,,TRUE,none,0,,,2023-10-14T21:17:23Z,en
Flagged or Reported,2023-10-14T21:01:20Z,HarrisonKW10,I’m British but I got two British ones…,,25,,https://yt3.ggpht.com/R3K16GkjDbu1L0oLwYBiDndZctcCxzPHdm9VfFgzQ3oQl8MOXrBXegJRdcFGuQcww7RHGz6vKw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCgdW4vK8a6frA4YLC5IQjNQ,{'value': 'UCgdW4vK8a6frA4YLC5IQjNQ'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,I’m British but I got two British ones…,,TRUE,none,0,,,2023-10-14T21:01:20Z,en
Flagged or Reported,2023-10-14T20:34:24Z,HiNoMegami,since entrepreneur is taken from French it's really easy for me x),,27,,https://yt3.ggpht.com/ytc/APkrFKZEZah-P-K_S7q7PH9q9mSPbt19uXrW_ZeKiynTbg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCit7UZpWkjGrUO8rSWffOzA,{'value': 'UCit7UZpWkjGrUO8rSWffOzA'},UCAQg09FkoobmLquNNoO4ulg,-6SV54Yqnjg,since entrepreneur is taken from French it&#39;s really easy for me x),,TRUE,none,0,,,2023-10-14T20:34:24Z,en
Flagged or Reported,2023-10-14T20:30:52Z,Lang Truong,I fail the last one,,29,,https://yt3.ggpht.com/ytc/APkrFKZOPMsu6rLvQr11rE_ralFfEciyEyFSHPfizw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCCIBQ13l5ELKdfj9uqtexXg,{'value': 'UCCIBQ13l5ELKdfj9uqtexXg'},UCAQg09FkoobmLquNNoO4ulg,-6SV54Yqnjg,I fail the last one,,TRUE,none,0,,,2023-10-14T20:30:52Z,en
Flagged or Reported,2023-10-14T20:25:30Z,theotherobsidian,"America:eggplant
British:aubergine
Me:pp",,30,,https://yt3.ggpht.com/DuqywSgSafHtcBYY6bo7w5r7hgzk9sTQSCqzQ9ho2-nRi6_17w94Cbx9wSz0Krr3YCckQKB0=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCFZEQlFsZzngow09H5mA4Kg,{'value': 'UCFZEQlFsZzngow09H5mA4Kg'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,America:eggplant<br>British:aubergine<br>Me:pp,,TRUE,none,0,,,2023-10-14T20:25:30Z,en
Flagged or Reported,2023-10-14T20:24:10Z,hi_bye_lie.-.,Me when I'm a mixture of both 😂,,31,,https://yt3.ggpht.com/4GsivM_1vV42Hm1t3JZ69xxfOxrFT0fuWknP-QkkN7siqytN3UyIGBgZhoGKZju0U6UceBX6=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC3hHkdZmuAk-dAgwrxREouw,{'value': 'UC3hHkdZmuAk-dAgwrxREouw'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,Me when I&#39;m a mixture of both 😂,,TRUE,none,0,,,2023-10-14T20:24:10Z,en
Flagged or Reported,2023-10-14T20:02:58Z,Jeannite Family,It's similar to French,,32,,https://yt3.ggpht.com/RVbSTYd_hj2B5w6L9a1OwjFB2MCnLgBbRTBfGVR_JIftCWb_sR6xQ9XsXWcPJd68fvp8mxRI2w=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCkflpc7i80wPY4OHgmeeo5Q,{'value': 'UCkflpc7i80wPY4OHgmeeo5Q'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,It&#39;s similar to French,,TRUE,none,0,,,2023-10-14T20:02:58Z,en
Flagged or Reported,2023-10-14T19:58:19Z,Roselin Morales,"American people:eggplant
Me:dick",,33,,https://yt3.ggpht.com/ytc/APkrFKYlO7SRgSPof_5pUk6CVhDmuzMmJVwWXqlxfZ7d8FVroZRAKhvFqyyLESigIpGH=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC5v9J0KJk1Bn3BXCjQvBGtA,{'value': 'UC5v9J0KJk1Bn3BXCjQvBGtA'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,American people:eggplant<br>Me:dick,,TRUE,none,0,,,2023-10-14T19:58:19Z,en
Flagged or Reported,2023-10-14T19:48:36Z,hdwumah,BRUH IM QUATER AMERICA. I SPEAK BOTH LOL,,34,,https://yt3.ggpht.com/ytc/APkrFKaFExhaI4V8wwLXNC4bd8qPUREJQgVNzz0OXg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCisI9z3LgnREZqnB4P9uAoQ,{'value': 'UCisI9z3LgnREZqnB4P9uAoQ'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,BRUH IM QUATER AMERICA. I SPEAK BOTH LOL,,TRUE,none,0,,,2023-10-14T19:48:36Z,en
Flagged or Reported,2023-10-14T19:36:16Z,@skeleton,In Romania is not eggplant is Dick,,35,,https://yt3.ggpht.com/zwJrkIq-u5VsYrYEkFUhG6DvI3mK_e9uN6qYDfFRXg4exp71st8DkYA80bshgN2UvNWPcv4v_Q=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCbuTT2kmIDK2gf5L0jQii8A,{'value': 'UCbuTT2kmIDK2gf5L0jQii8A'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,In Romania is not eggplant is Dick,,TRUE,none,0,,,2023-10-14T19:36:16Z,en
Flagged or Reported,2023-10-14T19:31:51Z,Rooster 1945,"America: candy
British: sweets
My mom: diabetes",,36,,https://yt3.ggpht.com/NFGIh2HqGL2kSu6O5NCmG2WRWemuYexfIrRTDVcj9FXHxRS9m-rTptjjld0C2kqxgpR2B3_Jdg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCDVk0d-rNBGrYrwUhgiAj9g,{'value': 'UCDVk0d-rNBGrYrwUhgiAj9g'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,America: candy<br>British: sweets<br>My mom: diabetes,,TRUE,none,0,,,2023-10-14T19:31:51Z,en
Flagged or Reported,2023-10-14T19:25:30Z,Daniel,Last he I thought in American she is gonna say penis,,37,,https://yt3.ggpht.com/ytc/APkrFKZ-tI79EEzqAu1V6usYoEgw3ntLLBXMVv2qJuew5uwSlVIpUVHJAsJbFG8P155O=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCIe8xaWstaAi922yMX0WWJw,{'value': 'UCIe8xaWstaAi922yMX0WWJw'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,Last he I thought in American she is gonna say penis,,TRUE,none,0,,,2023-10-14T19:25:30Z,en
compliment,2023-10-14T19:20:23Z,Lafita,Finally an English speaker that I can understand jajjajajaj thanks for the slang❤️,,,,,,,,,,,,,,,,,
Flagged or Reported,2023-10-14T19:10:23Z,Батягина Ульяна,"Hello, Marina) i have been learning english for 3 years maybe and  now i have b1-b2 level and when i started it was in 2019 year, my level was A1, and now i proud of myself in somthing degree😊",,39,,https://yt3.ggpht.com/ytc/APkrFKZUdPGxmsuHB2SVXDuxdupdN7GLvQXux6cozn7OEw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCbMcx-dobRbdoFwGyp-rEhw,{'value': 'UCbMcx-dobRbdoFwGyp-rEhw'},UCAQg09FkoobmLquNNoO4ulg,7og3c1WleZY,"Hello, Marina) i have been learning english for 3 years maybe and  now i have b1-b2 level and when i started it was in 2019 year, my level was A1, and now i proud of myself in somthing degree😊",,TRUE,none,0,,,2023-10-14T19:10:23Z,en
Important Feedback,2023-10-14T19:00:08Z,Star Dust,"Your face ,,,make some kind of positive attraction,,,the vibe energy bla bla 🤓😂,,,informative,,,try differentiating the sentences …✨",,43,,https://yt3.ggpht.com/ytc/APkrFKay60PN4VX15WwOsqwbpE_VHaH6vL2NOItThO5rE36lgvCX6Da8axEFnVxMUzPY=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCGygxHzS9WyXlFNwQ6EJ4tg,{'value': 'UCGygxHzS9WyXlFNwQ6EJ4tg'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,"Your face ,,,make some kind of positive attraction,,,the vibe energy bla bla 🤓😂,,,informative,,,try differentiating the sentences …✨",,TRUE,none,0,,,2023-10-14T19:00:08Z,en
random,2023-10-14T18:16:03Z,hey there🙃,seriously ! i do say this word all the time😂😂😂😂,,,,,,,,,,,,,,,,,
Flagged or Reported,2023-10-14T18:14:57Z,grainne kelly,It’s not only British people who say stuff like that. It’s kind of sad that Britain get more of the credit about what we both say,,45,,https://yt3.ggpht.com/ytc/APkrFKYRIVoHkA1hkLDdmDxIIT6RRSHVy2VIj4eTE4DBmhtb3IZHpj0ec-niOrDIzY5k=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCGizgw8G7ASVFdTFpUVjxvg,{'value': 'UCGizgw8G7ASVFdTFpUVjxvg'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,It’s not only British people who say stuff like that. It’s kind of sad that Britain get more of the credit about what we both say,,TRUE,none,1,,,2023-10-14T18:14:57Z,en
Flagged or Reported,2023-10-14T17:58:27Z,fanta lover123,POV my bff explaining English for me because the teacher is confusing,,47,,https://yt3.ggpht.com/k3Outjwg1tjA4j52rHaKZWmdhbAbM7GCzF6d1xZN6vsn-jPG_kI8fvJCGGxiKezTYI2-Ruso=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCcGXNg7pAir9oFztXgEVYaw,{'value': 'UCcGXNg7pAir9oFztXgEVYaw'},UCAQg09FkoobmLquNNoO4ulg,lQhNORhXaNk,POV my bff explaining English for me because the teacher is confusing,,TRUE,none,0,,,2023-10-14T17:58:27Z,en
Flagged or Reported,2023-10-14T17:57:45Z,Surekha Thakur,Who hate british 👇,,48,,https://yt3.ggpht.com/ytc/APkrFKbfA7a27ACKf7uVkpADI_CuROF6r11ohkexdw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCYBVPG3tuii08pPcKOM7F_Q,{'value': 'UCYBVPG3tuii08pPcKOM7F_Q'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,Who hate british 👇,,TRUE,none,0,,,2023-10-14T17:57:45Z,en
Flagged or Reported,2023-10-14T17:55:03Z,Ridwan Faisal,"I want to work abroad, have friends from different countries, change my life for the better and show everyone who thinks I'm incapable to achive mygoals , that I'm capable to get my goals.",,49,,https://yt3.ggpht.com/ytc/APkrFKaJnzEfsUIIx_NCv6s4KSHzgnMl-4TtFf_uUfWw6w=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCDv1pOrjv7tbd_mOn_V_Oxg,{'value': 'UCDv1pOrjv7tbd_mOn_V_Oxg'},UCAQg09FkoobmLquNNoO4ulg,Xf0_eAAufQs,"I want to work abroad, have friends from different countries, change my life for the better and show everyone who thinks I&#39;m incapable to achive mygoals , that I&#39;m capable to get my goals.",,TRUE,none,0,,,2023-10-14T17:55:03Z,en
Flagged or Reported,2023-10-14T17:54:05Z,Youtubecx3max,"British: Aubergine
American: Eggplant
India: Baigannn 😂😂",,50,,https://yt3.ggpht.com/6r2Py_wp2eDN84FKo4P75XSU5v5mWo73rZHlnjc-rOLyXtikmaz76Av6QQNrHb0B_UWSSHMiQw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCUDiJmzcO6VlX7HIqtUSWyQ,{'value': 'UCUDiJmzcO6VlX7HIqtUSWyQ'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,British: Aubergine<br>American: Eggplant<br>India: Baigannn 😂😂,,TRUE,none,0,,,2023-10-14T17:54:05Z,en
Flagged or Reported,2023-10-14T17:47:03Z,el muñeco feroz,I did not not know cactus,,51,,https://yt3.ggpht.com/ytc/APkrFKaMY1Tze6Uv1lHLri2nOtJ7t1r6g7Snw8PItggUe6I=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCarR11tGUb3bw2mNj9WvPew,{'value': 'UCarR11tGUb3bw2mNj9WvPew'},UCAQg09FkoobmLquNNoO4ulg,6VHjpb5jHY8,I did not not know cactus,,TRUE,none,0,,,2023-10-14T17:47:03Z,en
Flagged or Reported,2023-10-14T17:30:00Z,Chinki And Ladoo Show,I am half British and Half American 🤦☠️☠️💀💀,,53,,https://yt3.ggpht.com/UtjEiseAGQIZj4KvWzL_gQ8ANny1001YZ20NxRKu0Qv-HJ25Ye30Lq-dw9mQ5ioWRHFoInCKGPI=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCPpKcuOgnTCDlhyi8jcM2Fw,{'value': 'UCPpKcuOgnTCDlhyi8jcM2Fw'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,I am half British and Half American 🤦☠️☠️💀💀,,TRUE,none,1,,,2023-10-14T17:30:00Z,en
Flagged or Reported,2023-10-14T17:26:15Z,GOD,"American :eggplant
British:Aubergine
Bharati/Indian: favourite subject
Aai,baigan😂😂

Indians will get it",,54,,https://yt3.ggpht.com/VDBgkIpMn8eAE5eoJTHQsVZv4KioPuYj25wrq9-GIxOiRh0n_yz74NJq3IHA4pkKbcMm6glrAg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCl-zY6OdGrfoZJrtnTB1sSw,{'value': 'UCl-zY6OdGrfoZJrtnTB1sSw'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,"American :eggplant<br>British:Aubergine<br>Bharati/Indian: favourite subject<br>Aai,baigan😂😂<br><br>Indians will get it",,TRUE,none,0,,,2023-10-14T17:26:15Z,en
Flagged or Reported,2023-10-14T17:13:46Z,Emma onill,I speak british,,57,,https://yt3.ggpht.com/2HcqnHRilZMzmsJX5aBP9-UO1G5pTA-kbY2OC1Uz30FWAZyUYju3GzYi-Ln7r5wZvw_eJgGpM84=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCnTyqBXucCR56Dk85GRAihA,{'value': 'UCnTyqBXucCR56Dk85GRAihA'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,I speak british,,TRUE,none,0,,,2023-10-14T17:13:46Z,en
